dataset_id,snippet_id,participant_id,developer_position,PE gen,PE spec (java),method_name,file,#parameters,#assignments,#commas,#periods,#spaces,#literals,#statements,Volume,Entropy,#identifiers,CR,#conditionals (avg),#loops (avg),#assignments (avg),#comparisons (avg),#comments (avg),#operators (avg),Identifiers Length (avg),#keywords (avg),#commas (avg),#parenthesis (avg),#periods (avg),#spaces (avg),Line length (avg),Indentation length (avg),#blank lines (avg),#numbers (avg),#identifiers (avg),#nested blocks (avg),MIDQ (avg),CIC (avg),CICSyn (avg),#numbers (max),Identifiers length (max),Indentation length (max),Line length (max),#keywords (max),#identifiers (max),MIDQ (max),CIC (max),CICSyn (max),#identifiers (min),MIDQ (min),Cyclomatic complexity,NMI (avg),NMI (max),ITID (avg),ITID (min),NM (avg),NM (max),LOC,#assignments (dft),#characters (max),#commas (dft),#comments (dft),Comments (Visual X),Comments (Visual Y),#comparisons (dft),#conditionals (dft),#identifiers (dft),Identifiers (Visual X),Identifiers (Visual Y),#keywords (dft),Literals (Visual X),Literals (Visual Y),#loops (dft),#numbers (dft),Numbers (Visual X),Numbers (Visual Y),Operators (Visual X),Operators (Visual Y),#operators (dft),#parenthesis (dft),#periods (dft),#spaces (dft),Strings (Visual X),Strings (Visual Y),Indentation length (dft),Line length (dft),TC (avg),TC (min),TC (max),Keywords (Visual X),Keywords (Visual Y),PBU,ABU,ABU50,BD,BD50,AU,warnings_checker_framework,warnings_typestate_checker,warnings_infer,warnings_openjml,warning_sum
6,1-ClassifierPerformanceEvaluatorCustomizer,5,2,2,2,addButtons,ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java,0,6,4,16,410,12,44,485.8894141,2.112917488,66,0.0,0.105263158,0.026315789,0.157894737,0.105263158,0.0,0.026315789,8.636363636,0.394736842,0.105263158,1.631578947,0.421052632,10.78947368,31.625,9.157894737,0.131578947,0.131578947,1.736842105,0.131578947,0.0,0.0,0.0,2,28,20,104,2,6,0.0,0.0,0.0,1,100.0,8,2.829268293,28,0.246666667,0.0,1.676666667,17,41,45,446,46,45,0.0,0.0,46,46,46,77.93478261,44.82278481,46,0,0.0,46,46,77.54347826,44.69620253,77.93478261,44.74683544,46,46,46,46,77.93478261,44.69620253,46,46,,,,77.93478261,44.72151899,1,1,1,0,0,3,1.0,19.0,0.0,4.0,24.0
6,1-EstimatorUtils,5,2,2,2,getMinMax,ds_6_snip_1$EstimatorUtils_getMinMax.java,3,13,2,18,412,7,50,505.3280237,2.279576572,76,99.905,0.162162162,0.027027027,0.351351351,0.108108108,0.054054054,0.0,7.671052632,0.567567568,0.054054054,1.621621622,0.486486486,11.13513514,33.78378378,9.081081081,0.054054054,0.108108108,2.054054054,0.243243243,0.0,0.035329043,0.031922804,1,18,24,94,5,5,0.0,0.12195122,0.108695652,1,100.0,12,6.4,27,0.495061728,0.0,2.269135802,21,40,41,556,43,53,80.86792453,51.98780488,43,43,43,80.9245283,51.87804878,43,0,0.0,43,43,80.73584906,51.79268293,80.69811321,51.7195122,43,43,43,43,81.0,52.0,43,38,,,,80.9245283,51.95121951,1,0,1,1,0,2,0.0,4.0,0.0,1.0,5.0
6,1-GeneratorPropertyIteratorPanel,5,2,2,2,actionPerformed,ds_6_snip_1$GeneratorPropertyIteratorPanel_actionPerformed.java,1,2,2,19,341,13,39,361.6563307,1.825800595,52,114.115,0.161290323,0.032258065,0.064516129,0.193548387,0.096774194,0.0,9.980769231,0.35483871,0.064516129,2.0,0.612903226,11.0,35.16129032,9.548387097,0.064516129,0.096774194,1.677419355,0.290322581,0.0,0.028932115,0.022141243,1,22,16,90,2,5,0.0,0.333333333,0.172413793,1,100.0,7,1.852941176,21,0.215151515,0.0,1.178787879,37,34,37,427,37,43,72.93023256,42.0,37,37,37,73.0,41.89189189,37,0,0.0,37,37,72.93023256,41.87837838,72.93023256,41.86486486,37,37,37,37,73.0,41.43243243,37,40,,,,73.0,41.66216216,0,0,0,0,0,0,3.0,2.0,0.0,35.0,40.0
6,1-ModelPerformanceChart,5,2,2,2,performRequest,ds_6_snip_1$ModelPerformanceChart_performRequest.java,1,8,2,26,479,14,47,502.3032009,1.725301877,65,27.485,0.076923077,0.0,0.205128205,0.025641026,0.051282051,0.025641026,8.261538462,0.41025641,0.051282051,1.282051282,0.666666667,12.28205128,31.925,10.87179487,0.025641026,0.076923077,1.666666667,0.179487179,0.0,0.013971499,0.016080021,2,24,24,77,2,7,0.0,0.136363636,0.129032258,1,100.0,7,2.404761905,15,0.273809524,0.0,1.626373626,23,42,44,540,44,50,72.96,48.97297297,44,44,44,71.7,48.94594595,44,0,0.0,1,44,73.0,48.93243243,72.82,48.90540541,44,44,44,44,72.96,48.86486486,44,1,,,,72.96,48.7027027,1,0,0,1,1,1,3.0,14.0,0.0,0.0,17.0
6,1-SpringBatch,5,2,2,2,testFailureAndRecovery,ds_6_snip_1$SpringBatch_testFailureAndRecovery.java,0,3,9,15,692,7,42,516.2341911,1.59881082,83,0.0,0.0,0.0,0.066666667,0.0,0.0,0.022222222,9.493975904,0.6,0.2,1.6,0.333333333,15.37777778,37.64583333,13.68888889,0.0,0.044444444,1.844444444,0.133333333,0.0,0.0,0.0,1,22,28,112,3,7,0.0,0.0,0.0,1,100.0,11,4.895833333,19,0.531714286,0.0,2.543904762,22,48,48,160,48,1,0.0,0.0,48,1,44,100.9375,46.78431373,48,0,0.0,1,48,0.0,0.0,100.9583333,46.76470588,48,44,48,48,100.9583333,46.88235294,48,43,,,,100.9791667,46.71568627,1,0,0,1,1,1,0.0,17.0,0.0,7.0,24.0
6,5-SpringBatch,5,2,2,2,initWriterForSimpleCallbackTests,ds_6_snip_5$SpringBatch_initWriterForSimpleCallbackTests.java,0,3,4,10,283,7,26,260.0559466,2.117817275,46,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,10.76086957,0.586206897,0.137931034,1.379310345,0.344827586,9.75862069,31.70967742,8.137931034,0.172413793,0.0,1.586206897,0.137931034,0.0,0.0,0.0,0,32,16,69,3,4,0.0,0.0,0.0,2,100.0,7,4.0625,21,0.479166667,0.25,1.708333333,10,32,34,97,34,35,0.0,0.0,1,1,33,97.94594595,35.33333333,33,0,0.0,1,34,0.0,0.0,97.94594595,35.38383838,1,33,32,34,98.0,35.83838384,34,36,,,,97.97297297,35.44444444,1,0,0,1,1,1,0.0,9.0,1.0,2.0,12.0
6,1-CarReport,6,2,3,3,save,ds_6_snip_1$CarReport_save.java,0,4,1,21,259,3,34,354.2428289,2.332275645,60,0.0,0.066666667,0.0,0.133333333,0.033333333,0.0,0.0,9.933333333,0.566666667,0.033333333,2.133333333,0.7,8.633333333,34.5625,7.2,0.133333333,0.0,2.0,0.133333333,0.0,0.0,0.0,0,31,12,84,2,6,0.0,0.0,0.0,1,100.0,5,3.606060606,14,0.321296296,0.0,3.175,17,33,36,383,37,37,0.0,0.0,37,37,36,87.94594595,35.78651685,37,0,0.0,1,37,0.0,0.0,87.91891892,35.82022472,1,37,37,36,0.0,0.0,36,36,,,,87.94594595,35.82022472,0,0,0,0,0,0,0.0,12.0,0.0,5.0,17.0
6,1-ClassifierPerformanceEvaluatorCustomizer,6,2,3,3,addButtons,ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java,0,6,4,16,410,12,44,485.8894141,2.112917488,66,0.0,0.105263158,0.026315789,0.157894737,0.105263158,0.0,0.026315789,8.636363636,0.394736842,0.105263158,1.631578947,0.421052632,10.78947368,31.625,9.157894737,0.131578947,0.131578947,1.736842105,0.131578947,0.0,0.0,0.0,2,28,20,104,2,6,0.0,0.0,0.0,1,100.0,8,2.829268293,28,0.246666667,0.0,1.676666667,17,41,45,446,46,45,0.0,0.0,46,46,46,77.93478261,44.82278481,46,0,0.0,46,46,77.54347826,44.69620253,77.93478261,44.74683544,46,46,46,46,77.93478261,44.69620253,46,46,,,,77.93478261,44.72151899,1,0,0,1,1,1,1.0,19.0,0.0,4.0,24.0
6,1-EstimatorUtils,6,2,3,3,getMinMax,ds_6_snip_1$EstimatorUtils_getMinMax.java,3,13,2,18,412,7,50,505.3280237,2.279576572,76,99.905,0.162162162,0.027027027,0.351351351,0.108108108,0.054054054,0.0,7.671052632,0.567567568,0.054054054,1.621621622,0.486486486,11.13513514,33.78378378,9.081081081,0.054054054,0.108108108,2.054054054,0.243243243,0.0,0.035329043,0.031922804,1,18,24,94,5,5,0.0,0.12195122,0.108695652,1,100.0,12,6.4,27,0.495061728,0.0,2.269135802,21,40,41,556,43,53,80.86792453,51.98780488,43,43,43,80.9245283,51.87804878,43,0,0.0,43,43,80.73584906,51.79268293,80.69811321,51.7195122,43,43,43,43,81.0,52.0,43,38,,,,80.9245283,51.95121951,0,0,0,0,0,0,0.0,4.0,0.0,1.0,5.0
6,1-GeneratorPropertyIteratorPanel,6,2,3,3,actionPerformed,ds_6_snip_1$GeneratorPropertyIteratorPanel_actionPerformed.java,1,2,2,19,341,13,39,361.6563307,1.825800595,52,114.115,0.161290323,0.032258065,0.064516129,0.193548387,0.096774194,0.0,9.980769231,0.35483871,0.064516129,2.0,0.612903226,11.0,35.16129032,9.548387097,0.064516129,0.096774194,1.677419355,0.290322581,0.0,0.028932115,0.022141243,1,22,16,90,2,5,0.0,0.333333333,0.172413793,1,100.0,7,1.852941176,21,0.215151515,0.0,1.178787879,37,34,37,427,37,43,72.93023256,42.0,37,37,37,73.0,41.89189189,37,0,0.0,37,37,72.93023256,41.87837838,72.93023256,41.86486486,37,37,37,37,73.0,41.43243243,37,40,,,,73.0,41.66216216,1,0,0,1,1,0,3.0,2.0,0.0,35.0,40.0
6,1-SpringBatch,6,2,3,3,testFailureAndRecovery,ds_6_snip_1$SpringBatch_testFailureAndRecovery.java,0,3,9,15,692,7,42,516.2341911,1.59881082,83,0.0,0.0,0.0,0.066666667,0.0,0.0,0.022222222,9.493975904,0.6,0.2,1.6,0.333333333,15.37777778,37.64583333,13.68888889,0.0,0.044444444,1.844444444,0.133333333,0.0,0.0,0.0,1,22,28,112,3,7,0.0,0.0,0.0,1,100.0,11,4.895833333,19,0.531714286,0.0,2.543904762,22,48,48,160,48,1,0.0,0.0,48,1,44,100.9375,46.78431373,48,0,0.0,1,48,0.0,0.0,100.9583333,46.76470588,48,44,48,48,100.9583333,46.88235294,48,43,,,,100.9791667,46.71568627,1,0,0,1,1,1,0.0,17.0,0.0,7.0,24.0
6,2-CarReport,6,2,3,3,onCreate,ds_6_snip_2$CarReport_onCreate.java,1,7,7,43,344,1,46,785.6164492,2.592852783,125,0.0,0.0,0.0,0.159090909,0.0,0.0,0.0,9.56,0.409090909,0.159090909,1.863636364,0.977272727,7.818181818,38.16326531,6.363636364,0.113636364,0.0,2.840909091,0.0,0.0,0.0,0.0,0,33,12,102,5,8,0.0,0.0,0.0,1,100.0,6,5.829787234,25,0.391215107,0.0,4.664614122,34,47,52,524,52,52,0.0,0.0,1,1,52,106.0,50.86915888,52,0,0.0,1,52,0.0,0.0,105.9038462,50.74766355,1,51,52,51,0.0,0.0,51,52,,,,105.9615385,50.82242991,1,0,1,1,0,2,0.0,91.0,0.0,2.0,93.0
6,3-CarReport,6,2,3,3,handleFABClick,ds_6_snip_3$CarReport_handleFABClick.java,2,8,11,19,251,3,28,511.0221744,3.032309813,76,0.0,0.037037037,0.037037037,0.296296296,0.037037037,0.0,0.111111111,8.473684211,0.703703704,0.407407407,2.222222222,0.703703704,9.296296296,41.07142857,6.666666667,0.111111111,0.037037037,2.814814815,0.111111111,0.0,0.0,0.0,1,23,16,141,5,7,0.0,0.0,0.0,1,100.0,5,5.4,23,0.438452381,0.0,2.921547619,17,30,33,472,32,33,0.0,0.0,33,33,33,99.84848485,31.73267327,33,0,0.0,33,33,0.0,0.0,99.78787879,31.7029703,33,33,33,33,100.0,32.0,33,32,,,,99.90909091,31.8019802,1,0,1,1,0,2,9.0,12.0,0.0,2.0,23.0
6,4-SpringBatch,6,2,3,3,testCustomRecordSeparatorMultilineBlankLineAfterEnd,ds_6_snip_4$SpringBatch_testCustomRecordSeparatorMultilineBlankLineAfterEnd.java,0,1,2,7,215,5,20,210.908275,2.227703886,40,201.76,0.04,0.0,0.04,0.0,0.04,0.0,9.2,0.48,0.08,1.28,0.28,8.6,26.55172414,7.2,0.32,0.0,1.6,0.04,0.0,0.035555556,0.021571429,0,51,16,84,3,4,0.0,0.25,0.125,1,100.0,6,4.607142857,15,0.677777778,0.333333333,8.966666667,36,28,36,82,36,36,90.0,36.0,1,36,34,89.94594595,35.73626374,36,0,0.0,1,36,0.0,0.0,89.81081081,35.76923077,1,34,36,36,89.91891892,35.89010989,36,37,,,,89.97297297,35.7032967,1,0,0,1,1,1,2.0,8.0,0.0,2.0,12.0
6,1-Phoenix,8,4,5,2,doDropSchema,ds_6_snip_1$Phoenix_doDropSchema.java,5,8,27,27,400,10,46,756.0819962,2.693420741,107,118.175,0.138888889,0.0,0.222222222,0.083333333,0.027777778,0.0,10.69158879,0.611111111,0.75,2.0,0.75,11.11111111,51.61111111,8.555555556,0.055555556,0.083333333,2.972222222,0.194444444,0.0,0.0,0.0,1,22,20,203,2,9,0.0,0.0,0.0,1,100.0,7,6.076923077,29,0.385019841,0.0,3.612202381,45,39,40,649,40,41,122.0,40.0,40,40,40,121.9512195,39.78861789,40,0,0.0,40,39,121.7073171,39.35772358,121.902439,39.77235772,1,40,40,40,0.0,0.0,40,39,,,,121.9512195,39.81300813,0,0,0,0,0,0,4.0,16.0,0.0,2.0,22.0
6,2-Antlr4Master,8,4,5,2,process,ds_6_snip_2$Antlr4Master_process.java,0,24,8,38,530,12,74,1136.346094,2.989005371,145,35.605,0.090909091,0.018181818,0.436363636,0.054545455,0.036363636,0.072727273,8.579310345,0.454545455,0.145454545,1.6,0.690909091,9.636363636,39.65454545,7.2,0.054545455,0.036363636,2.636363636,0.254545455,0.0,0.034228419,0.032187023,1,22,16,97,3,8,0.0,0.235294118,0.217391304,2,100.0,10,5.051724138,19,0.343055556,0.0,2.255555556,37,58,61,201,61,63,97.0,61.87755102,61,61,61,96.93650794,61.66326531,59,0,0.0,61,61,97.0,62.0,96.80952381,61.7244898,61,61,61,61,97.0,61.87755102,60,61,,,,96.9047619,61.66326531,1,1,1,0,0,3,10.0,26.0,0.0,1.0,37.0
6,3-Antlr4Master,8,4,5,2,hasSLLConflictTerminatingPrediction,ds_6_snip_3$Antlr4Master_hasSLLConflictTerminatingPrediction.java,2,6,2,4,172,1,28,220.0782,2.558905893,39,101.935,0.157894737,0.052631579,0.315789474,0.052631579,0.473684211,0.0,9.641025641,0.631578947,0.105263158,1.263157895,0.210526316,9.052631579,35.05263158,6.947368421,0.157894737,0.0,2.052631579,0.210526316,0.0,0.012855107,0.012980742,0,35,16,102,3,5,0.0,0.049723757,0.043715847,1,100.0,5,2.954545455,16,0.333333333,0.0,1.923076923,13,22,27,842,27,129,102.9767442,127.9903846,27,27,26,102.9767442,127.6826923,27,0,0.0,27,27,0.0,0.0,102.8682171,127.4038462,1,27,27,27,0.0,0.0,27,129,,,,102.9689922,127.7403846,1,0,1,1,0,2,2.0,3.0,0.0,0.0,5.0
6,3-OpenCMSCore,8,4,5,2,execute,ds_6_snip_3$OpenCMSCore_execute.java,1,7,3,24,669,9,63,647.0907354,1.660182164,89,114.115,0.127659574,0.042553191,0.14893617,0.085106383,0.191489362,0.0,7.191011236,0.425531915,0.063829787,1.574468085,0.510638298,14.23404255,34.0212766,12.68085106,0.085106383,0.085106383,1.893617021,0.29787234,0.0,0.023675116,0.023110116,1,16,20,85,2,8,0.0,0.106666667,0.103896104,1,100.0,12,5.32,34,0.419211823,0.0,6.367200328,37,50,54,1175,55,73,102.9863014,71.99038462,55,55,55,102.9863014,71.76923077,55,103,71.30769231,55,55,103.0,71.91346154,102.9589041,71.70192308,55,55,55,55,103.0,72.0,55,70,,,,102.8082192,71.64423077,1,0,1,1,0,2,2.0,5.0,0.0,35.0,42.0
6,4-Antlr4Master,8,4,5,2,removeFast,ds_6_snip_4$Antlr4Master_removeFast.java,1,5,5,5,208,13,33,298.0225625,2.890437316,39,119.19,0.173913043,0.043478261,0.217391304,0.173913043,0.173913043,0.173913043,4.025641026,0.565217391,0.217391304,0.782608696,0.217391304,9.043478261,23.91304348,6.608695652,0.173913043,0.173913043,1.695652174,0.217391304,0.0,0.08472492,0.052734434,2,10,12,78,2,9,0.0,0.428571429,0.225806452,1,100.0,6,6.076923077,34,0.75462963,0.0,3.611574074,9,26,29,82,29,33,63.87878788,31.89230769,29,29,29,63.90909091,31.76923077,29,0,0.0,29,29,64.0,32.0,63.81818182,31.75384615,29,28,29,28,0.0,0.0,29,32,,,,64.0,31.67692308,1,0,1,1,0,2,4.0,0.0,0.0,6.0,10.0
6,4-Phoenix,8,4,5,2,process,ds_6_snip_4$Phoenix_process.java,0,12,7,41,653,11,84,903.355172,2.149178978,121,119.19,0.074626866,0.014925373,0.179104478,0.074626866,0.014925373,0.014925373,8.768595041,0.343283582,0.104477612,1.313432836,0.611940299,9.746268657,31.25373134,8.298507463,0.029850746,0.029850746,1.805970149,0.194029851,0.0,0.016702203,0.010157546,1,30,20,133,2,8,0.0,0.166666667,0.111111111,1,100.0,12,5.585714286,24,0.661231884,0.0,3.269927536,44,70,72,1029,72,73,100.0,72.0,72,72,72,99.95890411,71.88118812,72,0,0.0,72,72,98.84931507,71.5049505,99.94520548,71.7029703,72,71,70,72,99.95890411,71.86138614,72,57,,,,99.98630137,71.77227723,1,0,1,1,0,2,2.0,9.0,0.0,1.0,12.0
6,5-OpenCMSCore,8,4,5,2,buttonHtml,ds_6_snip_5$OpenCMSCore_buttonHtml.java,1,1,7,11,87,9,12,300.1603076,3.558403626,38,-216.165,0.066666667,0.0,0.033333333,0.0,0.033333333,0.366666667,9.736842105,0.2,0.233333333,1.6,0.366666667,2.9,20.1,1.466666667,0.033333333,0.0,1.266666667,0.066666667,0.0,0.008333333,0.005555556,0,27,8,249,1,8,0.0,0.25,0.166666667,1,100.0,3,1.060606061,7,0.076388889,0.0,1.4375,21,33,35,440,35,37,112.0,35.69911504,1,35,35,111.9189189,35.91150442,35,0,0.0,1,35,0.0,0.0,111.8918919,35.84955752,35,35,35,35,111.972973,35.95575221,35,37,,,,112.0,35.88495575,1,0,1,1,0,2,1.0,3.0,0.0,1.0,5.0
