dataset_id,snippet_id,person_id,readability_level,college_year
3,1,121,2,5
3,10,1,3,1
3,10,2,4,1
3,10,3,5,1
3,10,4,2,1
3,10,5,5,1
3,10,6,2,1
3,10,7,5,1
3,10,8,4,1
3,10,9,3,1
3,10,10,5,1
3,10,11,4,1
3,10,12,3,1
3,10,13,4,1
3,10,14,4,1
3,10,15,3,1
3,10,16,5,1
3,10,17,4,1
3,10,18,3,2
3,10,19,4,2
3,10,20,4,2
3,10,21,3,2
3,10,22,3,2
3,10,23,4,2
3,10,24,3,2
3,10,25,4,2
3,10,26,2,2
3,10,27,4,2
3,10,28,3,2
3,10,29,3,2
3,10,30,2,2
3,10,31,3,2
3,10,32,2,2
3,10,33,2,2
3,10,34,5,2
3,10,35,2,2
3,10,36,4,2
3,10,37,2,2
3,10,38,4,2
3,10,39,4,2
3,10,40,2,2
3,10,41,3,2
3,10,42,4,2
3,10,43,3,2
3,10,44,3,2
3,10,45,4,2
3,10,46,4,2
3,10,47,3,2
3,10,48,2,2
3,10,49,1,2
3,10,50,2,2
3,10,51,4,2
3,10,52,4,2
3,10,53,4,2
3,10,54,4,2
3,10,55,3,2
3,10,56,3,2
3,10,57,4,2
3,10,58,3,2
3,10,59,4,2
3,10,60,4,2
3,10,61,1,2
3,10,62,2,2
3,10,63,3,2
3,10,64,2,2
3,10,65,4,2
3,10,66,3,2
3,10,67,5,2
3,10,68,4,2
3,10,69,3,2
3,10,70,4,2
3,10,71,2,2
3,10,72,3,2
3,10,73,5,2
3,10,74,5,2
3,10,75,2,2
3,10,76,2,2
3,10,77,3,2
3,10,78,2,2
3,10,79,3,2
3,10,80,3,2
3,10,81,4,2
3,10,82,5,2
3,10,83,2,4
3,10,84,4,4
3,10,85,4,4
3,10,86,2,4
3,10,87,4,4
3,10,88,3,4
3,10,89,3,4
3,10,90,5,4
3,10,91,5,4
3,10,92,4,4
3,10,93,3,4
3,10,94,3,4
3,10,95,2,4
3,10,96,5,4
3,10,97,4,4
3,10,98,5,4
3,10,99,2,4
3,10,100,2,4
3,10,101,3,4
3,10,102,3,4
3,10,103,1,4
3,10,104,4,4
3,10,105,2,4
3,10,106,4,4
3,10,107,5,4
3,10,108,2,4
3,10,109,4,4
3,10,110,5,4
3,10,111,5,4
3,10,112,3,4
3,10,113,4,4
3,10,114,2,5
3,10,115,2,5
3,10,116,2,5
3,10,117,3,5
3,10,118,3,5
3,10,119,5,5
3,10,120,4,5
3,10,121,4,5
3,100,1,3,1
3,100,2,3,1
3,100,3,3,1
3,100,4,2,1
3,100,5,2,1
3,100,6,1,1
3,100,7,3,1
3,100,8,3,1
3,100,9,1,1
3,100,10,1,1
3,100,11,3,1
3,100,12,3,1
3,100,13,4,1
3,100,14,3,1
3,100,15,3,1
3,100,16,2,1
3,100,17,3,1
3,100,18,5,2
3,100,19,2,2
3,100,20,4,2
3,100,21,3,2
3,100,22,2,2
3,100,23,1,2
3,100,24,4,2
3,100,25,3,2
3,100,26,1,2
3,100,27,2,2
3,100,28,1,2
3,100,29,2,2
3,100,30,3,2
3,100,31,2,2
3,100,32,1,2
3,100,33,3,2
3,100,34,3,2
3,100,35,2,2
3,100,36,3,2
3,100,37,3,2
3,100,38,2,2
3,100,39,1,2
3,100,40,1,2
3,100,41,2,2
3,100,42,2,2
3,100,43,2,2
3,100,44,3,2
3,100,45,1,2
3,100,46,3,2
3,100,47,2,2
3,100,48,1,2
3,100,49,1,2
3,100,50,1,2
3,100,51,2,2
3,100,52,1,2
3,100,53,2,2
3,100,54,1,2
3,100,55,3,2
3,100,56,2,2
3,100,57,2,2
3,100,58,2,2
3,100,59,1,2
3,100,60,2,2
3,100,61,1,2
3,100,62,4,2
3,100,63,2,2
3,100,64,3,2
3,100,65,1,2
3,100,66,1,2
3,100,67,1,2
3,100,68,4,2
3,100,69,3,2
3,100,70,2,2
3,100,71,3,2
3,100,72,2,2
3,100,73,2,2
3,100,74,2,2
3,100,75,2,2
3,100,76,1,2
3,100,77,2,2
3,100,78,1,2
3,100,79,2,2
3,100,80,2,2
3,100,81,2,2
3,100,82,1,2
3,100,83,2,4
3,100,84,3,4
3,100,85,2,4
3,100,86,2,4
3,100,87,2,4
3,100,88,2,4
3,100,89,3,4
3,100,90,2,4
3,100,91,2,4
3,100,92,1,4
3,100,93,1,4
3,100,94,3,4
3,100,95,2,4
3,100,96,2,4
3,100,97,1,4
3,100,98,1,4
3,100,99,1,4
3,100,100,1,4
3,100,101,2,4
3,100,102,3,4
3,100,103,2,4
3,100,104,2,4
3,100,105,2,4
3,100,106,1,4
3,100,107,2,4
3,100,108,1,4
3,100,109,2,4
3,100,110,4,4
3,100,111,2,4
3,100,112,2,4
3,100,113,1,4
3,100,114,5,5
3,100,115,3,5
3,100,116,3,5
3,100,117,3,5
3,100,118,2,5
3,100,119,2,5
3,100,120,2,5
3,100,121,2,5
3,11,1,4,1
3,11,2,4,1
3,11,3,5,1
3,11,4,3,1
3,11,5,2,1
3,11,6,4,1
3,11,7,4,1
3,11,8,5,1
3,11,9,4,1
3,11,10,5,1
3,11,11,2,1
3,11,12,5,1
3,11,13,5,1
3,11,14,2,1
3,11,15,4,1
3,11,16,4,1
3,11,17,5,1
3,11,18,2,2
3,11,19,2,2
3,11,20,4,2
3,11,21,5,2
3,11,22,3,2
3,11,23,2,2
3,11,24,2,2
3,11,25,2,2
3,11,26,3,2
3,11,27,2,2
3,11,28,3,2
3,11,29,3,2
3,11,30,2,2
3,11,31,4,2
3,11,32,4,2
3,11,33,4,2
3,11,34,4,2
3,11,35,3,2
3,11,36,5,2
3,11,37,2,2
3,11,38,4,2
3,11,39,1,2
3,11,40,2,2
3,11,41,5,2
3,11,42,5,2
3,11,43,4,2
3,11,44,5,2
3,11,45,4,2
3,11,46,3,2
3,11,47,5,2
3,11,48,4,2
3,11,49,4,2
3,11,50,4,2
3,11,51,5,2
3,11,52,4,2
3,11,53,5,2
3,11,54,5,2
3,11,55,4,2
3,11,56,2,2
3,11,57,4,2
3,11,58,4,2
3,11,59,5,2
3,11,60,5,2
3,11,61,4,2
3,11,62,3,2
3,11,63,3,2
3,11,64,4,2
3,11,65,3,2
3,11,66,3,2
3,11,67,5,2
3,11,68,5,2
3,11,69,4,2
3,11,70,5,2
3,11,71,3,2
3,11,72,2,2
3,11,73,5,2
3,11,74,4,2
3,11,75,2,2
3,11,76,4,2
3,11,77,5,2
3,11,78,3,2
3,11,79,4,2
3,11,80,3,2
3,11,81,5,2
3,11,82,5,2
3,11,83,2,4
3,11,84,3,4
3,11,85,3,4
3,11,86,2,4
3,11,87,4,4
3,11,88,3,4
3,11,89,4,4
3,11,90,4,4
3,11,91,5,4
3,11,92,4,4
3,11,93,2,4
3,11,94,3,4
3,11,95,1,4
3,11,96,3,4
3,11,97,3,4
3,11,98,5,4
3,11,99,3,4
3,11,100,4,4
3,11,101,3,4
3,11,102,3,4
3,11,103,2,4
3,11,104,5,4
3,11,105,4,4
3,11,106,5,4
3,11,107,3,4
3,11,108,5,4
3,11,109,4,4
3,11,110,5,4
3,11,111,4,4
3,11,112,2,4
3,11,113,4,4
3,11,114,5,5
3,11,115,3,5
3,11,116,5,5
3,11,117,3,5
3,11,118,2,5
3,11,119,5,5
3,11,120,2,5
3,11,121,4,5
3,12,1,4,1
3,12,2,2,1
3,12,3,2,1
3,12,4,3,1
3,12,5,2,1
3,12,6,3,1
3,12,7,5,1
3,12,8,5,1
3,12,9,1,1
3,12,10,4,1
3,12,11,4,1
3,12,12,4,1
3,12,13,1,1
3,12,14,3,1
3,12,15,5,1
3,12,16,2,1
3,12,17,3,1
3,12,18,2,2
3,12,19,2,2
3,12,20,3,2
3,12,21,4,2
3,12,22,3,2
3,12,23,2,2
3,12,24,3,2
3,12,25,5,2
3,12,26,4,2
3,12,27,1,2
3,12,28,4,2
3,12,29,5,2
3,12,30,1,2
3,12,31,5,2
3,12,32,5,2
3,12,33,2,2
3,12,34,3,2
3,12,35,5,2
3,12,36,4,2
3,12,37,3,2
3,12,38,2,2
3,12,39,1,2
3,12,40,5,2
3,12,41,5,2
3,12,42,4,2
3,12,43,2,2
3,12,44,2,2
3,12,45,5,2
3,12,46,5,2
3,12,47,3,2
3,12,48,4,2
3,12,49,3,2
3,12,50,5,2
3,12,51,4,2
3,12,52,5,2
3,12,53,1,2
3,12,54,5,2
3,12,55,4,2
3,12,56,5,2
3,12,57,3,2
3,12,58,3,2
3,12,59,4,2
3,12,60,5,2
3,12,61,4,2
3,12,62,3,2
3,12,63,3,2
3,12,64,4,2
3,12,65,3,2
3,12,66,4,2
3,12,67,5,2
3,12,68,4,2
3,12,69,3,2
3,12,70,5,2
3,12,71,4,2
3,12,72,3,2
3,12,73,5,2
3,12,74,3,2
3,12,75,1,2
3,12,76,3,2
3,12,77,2,2
3,12,78,5,2
3,12,79,4,2
3,12,80,4,2
3,12,81,4,2
3,12,82,5,2
3,12,83,5,4
3,12,84,4,4
3,12,85,2,4
3,12,86,2,4
3,12,87,4,4
3,12,88,4,4
3,12,89,2,4
3,12,90,4,4
3,12,91,3,4
3,12,92,3,4
3,12,93,2,4
3,12,94,5,4
3,12,95,5,4
3,12,96,4,4
3,12,97,5,4
3,12,98,5,4
3,12,99,3,4
3,12,100,4,4
3,12,101,3,4
3,12,102,2,4
3,12,103,4,4
3,12,104,4,4
3,12,105,4,4
3,12,106,3,4
3,12,107,5,4
3,12,108,3,4
3,12,109,4,4
3,12,110,4,4
3,12,111,4,4
3,12,112,4,4
3,12,113,2,4
3,12,114,5,5
3,12,115,3,5
3,12,116,3,5
3,12,117,5,5
3,12,118,3,5
3,12,119,5,5
3,12,120,4,5
3,12,121,3,5
3,13,1,4,1
3,13,2,2,1
3,13,3,2,1
3,13,4,2,1
3,13,5,3,1
3,13,6,4,1
3,13,7,5,1
3,13,8,1,1
3,13,9,3,1
3,13,10,2,1
3,13,11,4,1
3,13,12,4,1
3,13,13,2,1
3,13,14,4,1
3,13,15,3,1
3,13,16,2,1
3,13,17,4,1
3,13,18,4,2
3,13,19,4,2
3,13,20,4,2
3,13,21,5,2
3,13,22,2,2
3,13,23,2,2
3,13,24,5,2
3,13,25,3,2
3,13,26,1,2
3,13,27,4,2
3,13,28,5,2
3,13,29,2,2
3,13,30,4,2
3,13,31,3,2
3,13,32,2,2
3,13,33,3,2
3,13,34,3,2
3,13,35,2,2
3,13,36,4,2
3,13,37,4,2
3,13,38,3,2
3,13,39,2,2
3,13,40,1,2
3,13,41,3,2
3,13,42,4,2
3,13,43,4,2
3,13,44,4,2
3,13,45,1,2
3,13,46,3,2
3,13,47,5,2
3,13,48,1,2
3,13,49,2,2
3,13,50,1,2
3,13,51,4,2
3,13,52,4,2
3,13,53,4,2
3,13,54,2,2
3,13,55,4,2
3,13,56,2,2
3,13,57,3,2
3,13,58,3,2
3,13,59,2,2
3,13,60,4,2
3,13,61,2,2
3,13,62,3,2
3,13,63,4,2
3,13,64,2,2
3,13,65,3,2
3,13,66,3,2
3,13,67,4,2
3,13,68,4,2
3,13,69,3,2
3,13,70,3,2
3,13,71,3,2
3,13,72,3,2
3,13,73,3,2
3,13,74,4,2
3,13,75,2,2
3,13,76,2,2
3,13,77,2,2
3,13,78,4,2
3,13,79,2,2
3,13,80,4,2
3,13,81,2,2
3,13,82,2,2
3,13,83,3,4
3,13,84,5,4
3,13,85,3,4
3,13,86,3,4
3,13,87,4,4
3,13,88,3,4
3,13,89,3,4
3,13,90,3,4
3,13,91,2,4
3,13,92,4,4
3,13,93,4,4
3,13,94,3,4
3,13,95,2,4
3,13,96,3,4
3,13,97,3,4
3,13,98,4,4
3,13,99,1,4
3,13,100,3,4
3,13,101,3,4
3,13,102,4,4
3,13,103,4,4
3,13,104,2,4
3,13,105,2,4
3,13,106,3,4
3,13,107,3,4
3,13,108,1,4
3,13,109,4,4
3,13,110,4,4
3,13,111,1,4
3,13,112,3,4
3,13,113,2,4
3,13,114,2,5
3,13,115,5,5
3,13,116,4,5
3,13,117,4,5
3,13,118,3,5
3,13,119,4,5
3,13,120,4,5
3,13,121,3,5
3,14,1,4,1
3,14,2,2,1
3,14,3,3,1
3,14,4,5,1
3,14,5,2,1
3,14,6,4,1
3,14,7,4,1
3,14,8,4,1
3,14,9,5,1
3,14,10,2,1
3,14,11,5,1
3,14,12,5,1
3,14,13,5,1
3,14,14,4,1
3,14,15,4,1
3,14,16,3,1
3,14,17,4,1
3,14,18,3,2
3,14,19,5,2
3,14,20,4,2
3,14,21,4,2
3,14,22,4,2
3,14,23,3,2
3,14,24,5,2
3,14,25,4,2
3,14,26,3,2
3,14,27,3,2
3,14,28,5,2
3,14,29,3,2
3,14,30,3,2
3,14,31,4,2
3,14,32,4,2
3,14,33,4,2
3,14,34,4,2
3,14,35,4,2
3,14,36,5,2
3,14,37,4,2
3,14,38,4,2
3,14,39,4,2
3,14,40,4,2
3,14,41,4,2
3,14,42,4,2
3,14,43,3,2
3,14,44,3,2
3,14,45,5,2
3,14,46,5,2
3,14,47,2,2
3,14,48,4,2
3,14,49,4,2
3,14,50,5,2
3,14,51,4,2
3,14,52,5,2
3,14,53,5,2
3,14,54,5,2
3,14,55,4,2
3,14,56,5,2
3,14,57,3,2
3,14,58,5,2
3,14,59,3,2
3,14,60,5,2
3,14,61,5,2
3,14,62,4,2
3,14,63,4,2
3,14,64,4,2
3,14,65,5,2
3,14,66,5,2
3,14,67,5,2
3,14,68,5,2
3,14,69,4,2
3,14,70,4,2
3,14,71,3,2
3,14,72,5,2
3,14,73,5,2
3,14,74,5,2
3,14,75,4,2
3,14,76,4,2
3,14,77,5,2
3,14,78,3,2
3,14,79,4,2
3,14,80,4,2
3,14,81,5,2
3,14,82,5,2
3,14,83,5,4
3,14,84,3,4
3,14,85,4,4
3,14,86,5,4
3,14,87,4,4
3,14,88,3,4
3,14,89,4,4
3,14,90,3,4
3,14,91,2,4
3,14,92,3,4
3,14,93,5,4
3,14,94,5,4
3,14,95,5,4
3,14,96,3,4
3,14,97,4,4
3,14,98,5,4
3,14,99,3,4
3,14,100,4,4
3,14,101,5,4
3,14,102,3,4
3,14,103,4,4
3,14,104,4,4
3,14,105,3,4
3,14,106,5,4
3,14,107,4,4
3,14,108,3,4
3,14,109,5,4
3,14,110,5,4
3,14,111,3,4
3,14,112,4,4
3,14,113,4,4
3,14,114,4,5
3,14,115,4,5
3,14,116,5,5
3,14,117,5,5
3,14,118,3,5
3,14,119,5,5
3,14,120,3,5
3,14,121,4,5
3,15,1,4,1
3,15,2,1,1
3,15,3,4,1
3,15,4,2,1
3,15,5,1,1
3,15,6,1,1
3,15,7,2,1
3,15,8,1,1
3,15,9,2,1
3,15,10,1,1
3,15,11,2,1
3,15,12,4,1
3,15,13,3,1
3,15,14,1,1
3,15,15,4,1
3,15,16,2,1
3,15,17,2,1
3,15,18,2,2
3,15,19,1,2
3,15,20,1,2
3,15,21,1,2
3,15,22,1,2
3,15,23,2,2
3,15,24,3,2
3,15,25,1,2
3,15,26,4,2
3,15,27,2,2
3,15,28,1,2
3,15,29,2,2
3,15,30,1,2
3,15,31,2,2
3,15,32,2,2
3,15,33,2,2
3,15,34,1,2
3,15,35,1,2
3,15,36,2,2
3,15,37,4,2
3,15,38,1,2
3,15,39,1,2
3,15,40,2,2
3,15,41,3,2
3,15,42,2,2
3,15,43,2,2
3,15,44,3,2
3,15,45,1,2
3,15,46,2,2
3,15,47,1,2
3,15,48,1,2
3,15,49,1,2
3,15,50,1,2
3,15,51,3,2
3,15,52,1,2
3,15,53,1,2
3,15,54,1,2
3,15,55,1,2
3,15,56,1,2
3,15,57,1,2
3,15,58,1,2
3,15,59,1,2
3,15,60,2,2
3,15,61,1,2
3,15,62,2,2
3,15,63,1,2
3,15,64,1,2
3,15,65,3,2
3,15,66,2,2
3,15,67,4,2
3,15,68,3,2
3,15,69,2,2
3,15,70,2,2
3,15,71,3,2
3,15,72,1,2
3,15,73,3,2
3,15,74,1,2
3,15,75,1,2
3,15,76,5,2
3,15,77,2,2
3,15,78,1,2
3,15,79,1,2
3,15,80,2,2
3,15,81,1,2
3,15,82,1,2
3,15,83,4,4
3,15,84,2,4
3,15,85,1,4
3,15,86,2,4
3,15,87,2,4
3,15,88,2,4
3,15,89,1,4
3,15,90,3,4
3,15,91,1,4
3,15,92,1,4
3,15,93,1,4
3,15,94,3,4
3,15,95,1,4
3,15,96,2,4
3,15,97,1,4
3,15,98,1,4
3,15,99,1,4
3,15,100,1,4
3,15,101,1,4
3,15,102,1,4
3,15,103,1,4
3,15,104,2,4
3,15,105,2,4
3,15,106,1,4
3,15,107,2,4
3,15,108,1,4
3,15,109,3,4
3,15,110,2,4
3,15,111,1,4
3,15,112,2,4
3,15,113,1,4
3,15,114,2,5
3,15,115,4,5
3,15,116,1,5
3,15,117,5,5
3,15,118,2,5
3,15,119,3,5
3,15,120,3,5
3,15,121,2,5
3,16,1,3,1
3,16,2,3,1
3,16,3,4,1
3,16,4,2,1
3,16,5,2,1
3,16,6,2,1
3,16,7,3,1
3,16,8,2,1
3,16,9,3,1
3,16,10,2,1
3,16,11,3,1
3,16,12,3,1
3,16,13,5,1
3,16,14,4,1
3,16,15,4,1
3,16,16,2,1
3,16,17,3,1
3,16,18,3,2
3,16,19,3,2
3,16,20,2,2
3,16,21,3,2
3,16,22,2,2
3,16,23,3,2
3,16,24,3,2
3,16,25,2,2
3,16,26,4,2
3,16,27,3,2
3,16,28,1,2
3,16,29,2,2
3,16,30,2,2
3,16,31,3,2
3,16,32,3,2
3,16,33,1,2
3,16,34,4,2
3,16,35,3,2
3,16,36,3,2
3,16,37,2,2
3,16,38,4,2
3,16,39,1,2
3,16,40,2,2
3,16,41,4,2
3,16,42,3,2
3,16,43,3,2
3,16,44,4,2
3,16,45,2,2
3,16,46,3,2
3,16,47,2,2
3,16,48,4,2
3,16,49,2,2
3,16,50,2,2
3,16,51,2,2
3,16,52,4,2
3,16,53,4,2
3,16,54,4,2
3,16,55,4,2
3,16,56,2,2
3,16,57,3,2
3,16,58,3,2
3,16,59,2,2
3,16,60,3,2
3,16,61,2,2
3,16,62,5,2
3,16,63,2,2
3,16,64,2,2
3,16,65,3,2
3,16,66,3,2
3,16,67,4,2
3,16,68,4,2
3,16,69,2,2
3,16,70,4,2
3,16,71,2,2
3,16,72,3,2
3,16,73,3,2
3,16,74,3,2
3,16,75,1,2
3,16,76,2,2
3,16,77,5,2
3,16,78,3,2
3,16,79,4,2
3,16,80,2,2
3,16,81,3,2
3,16,82,5,2
3,16,83,3,4
3,16,84,4,4
3,16,85,3,4
3,16,86,2,4
3,16,87,4,4
3,16,88,3,4
3,16,89,2,4
3,16,90,3,4
3,16,91,3,4
3,16,92,4,4
3,16,93,3,4
3,16,94,3,4
3,16,95,1,4
3,16,96,3,4
3,16,97,3,4
3,16,98,4,4
3,16,99,3,4
3,16,100,3,4
3,16,101,2,4
3,16,102,2,4
3,16,103,1,4
3,16,104,3,4
3,16,105,3,4
3,16,106,4,4
3,16,107,3,4
3,16,108,3,4
3,16,109,4,4
3,16,110,4,4
3,16,111,2,4
3,16,112,3,4
3,16,113,1,4
3,16,114,4,5
3,16,115,2,5
3,16,116,1,5
3,16,117,5,5
3,16,118,3,5
3,16,119,5,5
3,16,120,4,5
3,16,121,2,5
3,17,1,3,1
3,17,2,3,1
3,17,3,5,1
3,17,4,4,1
3,17,5,3,1
3,17,6,3,1
3,17,7,5,1
3,17,8,4,1
3,17,9,3,1
3,17,10,3,1
3,17,11,4,1
3,17,12,5,1
3,17,13,5,1
3,17,14,4,1
3,17,15,3,1
3,17,16,3,1
3,17,17,4,1
3,17,18,2,2
3,17,19,2,2
3,17,20,2,2
3,17,21,4,2
3,17,22,3,2
3,17,23,4,2
3,17,24,4,2
3,17,25,3,2
3,17,26,3,2
3,17,27,3,2
3,17,28,4,2
3,17,29,3,2
3,17,30,4,2
3,17,31,4,2
3,17,32,4,2
3,17,33,2,2
3,17,34,4,2
3,17,35,3,2
3,17,36,5,2
3,17,37,3,2
3,17,38,5,2
3,17,39,3,2
3,17,40,3,2
3,17,41,5,2
3,17,42,3,2
3,17,43,3,2
3,17,44,5,2
3,17,45,4,2
3,17,46,5,2
3,17,47,3,2
3,17,48,4,2
3,17,49,4,2
3,17,50,3,2
3,17,51,4,2
3,17,52,5,2
3,17,53,5,2
3,17,54,5,2
3,17,55,4,2
3,17,56,4,2
3,17,57,4,2
3,17,58,3,2
3,17,59,3,2
3,17,60,4,2
3,17,61,3,2
3,17,62,3,2
3,17,63,4,2
3,17,64,4,2
3,17,65,4,2
3,17,66,4,2
3,17,67,4,2
3,17,68,4,2
3,17,69,3,2
3,17,70,4,2
3,17,71,4,2
3,17,72,4,2
3,17,73,5,2
3,17,74,5,2
3,17,75,4,2
3,17,76,2,2
3,17,77,4,2
3,17,78,4,2
3,17,79,5,2
3,17,80,3,2
3,17,81,4,2
3,17,82,5,2
3,17,83,5,4
3,17,84,4,4
3,17,85,2,4
3,17,86,4,4
3,17,87,4,4
3,17,88,4,4
3,17,89,2,4
3,17,90,4,4
3,17,91,4,4
3,17,92,5,4
3,17,93,3,4
3,17,94,5,4
3,17,95,4,4
3,17,96,4,4
3,17,97,5,4
3,17,98,4,4
3,17,99,3,4
3,17,100,5,4
3,17,101,3,4
3,17,102,4,4
3,17,103,3,4
3,17,104,3,4
3,17,105,4,4
3,17,106,2,4
3,17,107,4,4
3,17,108,3,4
3,17,109,3,4
3,17,110,5,4
3,17,111,3,4
3,17,112,4,4
3,17,113,3,4
3,17,114,5,5
3,17,115,3,5
3,17,116,3,5
3,17,117,5,5
3,17,118,3,5
3,17,119,4,5
3,17,120,4,5
3,17,121,3,5
3,18,1,4,1
3,18,2,1,1
3,18,3,1,1
3,18,4,3,1
3,18,5,2,1
3,18,6,1,1
3,18,7,2,1
3,18,8,3,1
3,18,9,1,1
3,18,10,3,1
3,18,11,3,1
3,18,12,2,1
3,18,13,4,1
3,18,14,3,1
3,18,15,3,1
3,18,16,2,1
3,18,17,1,1
3,18,18,3,2
3,18,19,4,2
3,18,20,3,2
3,18,21,4,2
3,18,22,2,2
3,18,23,1,2
3,18,24,4,2
3,18,25,1,2
3,18,26,4,2
3,18,27,1,2
3,18,28,2,2
3,18,29,2,2
3,18,30,2,2
3,18,31,3,2
3,18,32,2,2
3,18,33,4,2
3,18,34,3,2
3,18,35,2,2
3,18,36,1,2
3,18,37,2,2
3,18,38,2,2
3,18,39,1,2
3,18,40,1,2
3,18,41,3,2
3,18,42,2,2
3,18,43,1,2
3,18,44,3,2
3,18,45,2,2
3,18,46,4,2
3,18,47,3,2
3,18,48,1,2
3,18,49,3,2
3,18,50,2,2
3,18,51,4,2
3,18,52,2,2
3,18,53,3,2
3,18,54,2,2
3,18,55,3,2
3,18,56,2,2
3,18,57,3,2
3,18,58,1,2
3,18,59,1,2
3,18,60,2,2
3,18,61,2,2
3,18,62,4,2
3,18,63,2,2
3,18,64,3,2
3,18,65,5,2
3,18,66,2,2
3,18,67,3,2
3,18,68,4,2
3,18,69,2,2
3,18,70,3,2
3,18,71,2,2
3,18,72,2,2
3,18,73,2,2
3,18,74,1,2
3,18,75,1,2
3,18,76,3,2
3,18,77,3,2
3,18,78,3,2
3,18,79,4,2
3,18,80,2,2
3,18,81,2,2
3,18,82,3,2
3,18,83,3,4
3,18,84,2,4
3,18,85,1,4
3,18,86,2,4
3,18,87,5,4
3,18,88,5,4
3,18,89,3,4
3,18,90,2,4
3,18,91,2,4
3,18,92,1,4
3,18,93,3,4
3,18,94,3,4
3,18,95,1,4
3,18,96,3,4
3,18,97,1,4
3,18,98,4,4
3,18,99,1,4
3,18,100,2,4
3,18,101,3,4
3,18,102,3,4
3,18,103,2,4
3,18,104,4,4
3,18,105,2,4
3,18,106,1,4
3,18,107,3,4
3,18,108,3,4
3,18,109,3,4
3,18,110,2,4
3,18,111,3,4
3,18,112,1,4
3,18,113,3,4
3,18,114,4,5
3,18,115,2,5
3,18,116,5,5
3,18,117,3,5
3,18,118,2,5
3,18,119,3,5
3,18,120,2,5
3,18,121,3,5
3,19,1,3,1
3,19,2,3,1
3,19,3,4,1
3,19,4,2,1
3,19,5,3,1
3,19,6,1,1
3,19,7,4,1
3,19,8,1,1
3,19,9,3,1
3,19,10,2,1
3,19,11,4,1
3,19,12,3,1
3,19,13,4,1
3,19,14,4,1
3,19,15,4,1
3,19,16,3,1
3,19,17,4,1
3,19,18,2,2
3,19,19,4,2
3,19,20,2,2
3,19,21,3,2
3,19,22,1,2
3,19,23,4,2
3,19,24,4,2
3,19,25,3,2
3,19,26,3,2
3,19,27,2,2
3,19,28,4,2
3,19,29,4,2
3,19,30,3,2
3,19,31,4,2
3,19,32,3,2
3,19,33,2,2
3,19,34,1,2
3,19,35,3,2
3,19,36,4,2
3,19,37,4,2
3,19,38,4,2
3,19,39,3,2
3,19,40,2,2
3,19,41,5,2
3,19,42,3,2
3,19,43,4,2
3,19,44,4,2
3,19,45,4,2
3,19,46,5,2
3,19,47,3,2
3,19,48,3,2
3,19,49,3,2
3,19,50,2,2
3,19,51,5,2
3,19,52,5,2
3,19,53,3,2
3,19,54,5,2
3,19,55,3,2
3,19,56,3,2
3,19,57,3,2
3,19,58,2,2
3,19,59,4,2
3,19,60,5,2
3,19,61,3,2
3,19,62,5,2
3,19,63,3,2
3,19,64,4,2
